Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,714.7,30/03/2023,31052915,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,562.8,30/03/2023,31052917,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,648.2,30/03/2023,31052918,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,562.8,30/03/2023,31052920,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,683.2,30/03/2023,31052922,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,601.3,30/03/2023,31052926,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,629.3,30/03/2023,31052934,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,738.5,30/03/2023,31052943,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,648.2,30/03/2023,31052945,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,529.2,30/03/2023,31052947,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,443.8,30/03/2023,31052948,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,966,30/03/2023,31052953,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"4,204.20",29/03/2023,31053223,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,555,29/03/2023,31053224,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"1,068.20",29/03/2023,31053225,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"1,195.60",29/03/2023,31053226,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,614.6,29/03/2023,31053227,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"1,883.00",29/03/2023,31053228,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"5,168.10",29/03/2023,31053229,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"2,293.20",29/03/2023,31053230,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"2,894.00",29/03/2023,31053231,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"5,551.70",29/03/2023,31053233,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"3,977.40",29/03/2023,31053234,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"1,085.70",29/03/2023,31053235,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"6,953.80",29/03/2023,31053236,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"2,304.40",29/03/2023,31053238,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"1,947.40",29/03/2023,31053239,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"2,632.70",29/03/2023,31053241,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"6,880.30",29/03/2023,31053242,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"1,331.40",29/03/2023,31053244,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"1,004.50",29/03/2023,31053245,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"3,364.90",29/03/2023,31053246,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"7,124.60",29/03/2023,31053247,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"1,163.40",29/03/2023,31053248,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"1,015.00",29/03/2023,31053249,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,648.2,29/03/2023,31053251,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,"5,171.00",29/03/2023,31053252,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,420,29/03/2023,31053265,TPP - B&B payments to landlords,Inner City and East - Mental Health - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,749.7,31/03/2023,31053647,TPP - B&B payments to landlords,Families in Focus Team
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,583.8,31/03/2023,31053823,TPP - B&B payments to landlords,Families in Focus Team
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connolly & Callaghan Ltd T/A Bristol Family Housing,583.8,31/03/2023,31053831,TPP - B&B payments to landlords,Families in Focus Team
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fishponds Church Of England Academy,"26,033.56",17/03/2023,93035786,Payments to BCC-Maintained Schools/Children?s Centres,Schools Block: Payment Holding Code
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Hydralifts Ltd,552.94,27/03/2023,31052626,Vehicle Maintenance - Contract Additions,Fleet Services General
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol It Company,"10,983.81",09/03/2023,31040821,Computing - Repair and Maint,Bottleyard
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol It Company,"1,530.22",14/03/2023,31047543,Computing - Repair and Maint,Bottleyard
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol It Company,490.8,22/03/2023,31048617,Computing - Repair and Maint,Bottleyard
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol It Company,"10,983.81",22/03/2023,31048797,Computing - Repair and Maint,Bottleyard
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol It Company,"1,530.20",23/03/2023,31050225,Computing - Repair and Maint,Bottleyard
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Metropolitan Academy,"17,748.15",15/03/2023,93035850,Payments to BCC-Maintained Schools/Children?s Centres,Schools Block: Payment Holding Code
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Metropolitan Academy,"6,822.57",31/03/2023,93045514,Payments to BCC-Maintained Schools/Children?s Centres,Schools Block: Payment Holding Code
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Mind,"10,000.00",20/03/2023,93037932,TPP - Payments to voluntary groups,Syrian Resettlement Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Natural History Consortium,"5,000.00",21/03/2023,31048547,Subscriptions,Horticulture Externally Funded Projects
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Natural History Consortium,"5,000.00",20/03/2023,93037909,Grants,Love Our High Streets
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Pfi Ltd (Unitary Charges Only),"473,770.64",30/03/2023,31052903,TPP - Other,PFI Charges Suspense - Brislington
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Pfi Ltd (Unitary Charges Only),"300,098.95",30/03/2023,31052903,TPP - Other,PFI Charges Suspense - Bristol Metropolitan College
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Pfi Ltd (Unitary Charges Only),"362,247.91",30/03/2023,31052903,TPP - Other,PFI Charges Suspense - Bridge
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Pfi Ltd (Unitary Charges Only),"70,050.91",30/03/2023,31052903,TPP - Other,PFI Charges Suspense
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Pfi Ltd (Unitary Charges Only),"215,654.37",30/03/2023,31052903,TPP - Other,PFI Charges Suspense
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Pfi Ltd (Unitary Charges Only),"351,103.58",30/03/2023,31052903,TPP - Other,PFI Charges Suspense - Bristol Brunel Academy
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Refugee Rights,"25,500.00",27/03/2023,93044128,TPP - Payments to voluntary groups,Syrian Resettlement Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"106,227.41",02/03/2023,31041693,TPP - Other,Public Health Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,286.53,02/03/2023,31044670,TPP - Agency Fees,Vandalism Costs - Henbury School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,438.41,02/03/2023,31044670,TPP - Agency Fees,Vandalism Costs - Bedminster Down School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,60.33,02/03/2023,31044670,TPP - Agency Fees,Vandalism Costs - Kingsweston
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,572.79,02/03/2023,31044670,TPP - Agency Fees,Authority Damage - Orchard School Bristol
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"2,664.72",02/03/2023,31044670,TPP - Agency Fees,Vandalism Costs - Oasis Academy Brightstowe (Portway)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,120.35,02/03/2023,31044671,TPP - Agency Fees,Vandalism Costs - Kingsweston
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,449.95,02/03/2023,31044671,TPP - Agency Fees,Vandalism Costs - Bedminster Down School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"1,092.10",02/03/2023,31044671,TPP - Agency Fees,Vandalism Costs - Oasis Academy Brightstowe (Portway)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,27.81,02/03/2023,31044671,TPP - Agency Fees,Vandalism Costs - Henbury School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,105,02/03/2023,31044672,TPP - Agency Fees,School Meals - Bedminster Down School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,552.5,02/03/2023,31044672,TPP - Agency Fees,School Meals - Orchard School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"1,047.50",02/03/2023,31044672,TPP - Agency Fees,School Meals - Oasis Academy Brightstowe (Portway)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,880,02/03/2023,31044672,TPP - Agency Fees,School Meals - Henbury School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"1,145.27",02/03/2023,31044673,TPP - Agency Fees,ANC Charges - Orchard School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,778.21,02/03/2023,31044675,TPP - Agency Fees,ANC Charges - Bedminster Down School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"-12,831.81",10/03/2023,31046752,TPP - Agency Fees,School Meals - Bedminster Down School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"-7,179.22",10/03/2023,31046752,TPP - Agency Fees,School Meals - Orchard School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"-8,267.05",10/03/2023,31046752,TPP - Agency Fees,School Meals - Henbury School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"-8,902.17",10/03/2023,31046752,TPP - Agency Fees,School Meals - Oasis Academy Brightstowe (Portway)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"12,831.81",10/03/2023,31046752,TPP - Agency Fees,School Meals - Bedminster Down School
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Invesis UK Limited T/A Bristol Schools Limited,"7,179.22",10/03/2023,31046752,TPP - Agency Fees,School Meals - Orchard School
